scenario,method,truth_collision_step,collision,first_collision,overlap,collision_pairs,first_overlap,overlap_count,first_warning,severity,wp_coll,wp_total,warning_frames,frames
BS3_nonblind_stress,Innov-V,49,1,21,1,attacker_rear+ego,21,1,11,13.4999997408,0,2200,25,220
BS3_nonblind_stress,Innov-D,49,1,30,1,attacker_rear+ego,30,1,22,13.499999595,1,2200,12,220
BS3_nonblind_stress,Innov-M,49,0,-1,0,,-1,0,11,0.0,0,2200,38,220
BS3_nonblind_stress,Innov-H,49,1,21,1,attacker_rear+ego,21,1,11,13.4999997408,0,2200,25,220
BS3_nonblind_stress,Innov-V+D,49,1,30,1,attacker_rear+ego,30,1,22,13.499999595,1,2200,12,220
BS3_nonblind_stress,Innov-V+M,49,0,-1,0,,-1,0,11,0.0,1,2200,38,220
BS3_nonblind_stress,Innov-V+H,49,1,21,1,attacker_rear+ego,21,1,11,13.4999997408,0,2200,25,220
BS3_nonblind_stress,Innov-D+M,49,0,-1,0,,-1,0,22,0.0,0,2200,25,220
BS3_nonblind_stress,Innov-D+H,49,1,30,1,attacker_rear+ego,30,1,22,13.499999595,0,2200,12,220
BS3_nonblind_stress,Innov-M+H,49,0,-1,0,,-1,0,11,0.0,0,2200,23,220
BS3_nonblind_stress,Innov-V+D+M+H,49,0,-1,0,,-1,0,22,0.0,0,2200,13,220
BS4_blind_stress,Innov-NONE,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,0,2200,76,220
BS4_blind_stress,Innov-V,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,1,2200,76,220
BS4_blind_stress,Innov-D,50,1,34,1,attacker_rear+ego,34,1,26,13.49999595,2,2200,39,220
BS4_blind_stress,Innov-M,50,1,12,1,blk_right+ego,12,1,11,2.0,0,2200,81,220
BS4_blind_stress,Innov-H,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,0,2200,76,220
BS4_blind_stress,Innov-V+D,50,1,34,1,attacker_rear+ego,34,1,26,13.49999595,2,2200,39,220
BS4_blind_stress,Innov-V+M,50,1,12,1,blk_right+ego,12,1,11,2.0,0,2200,81,220
BS4_blind_stress,Innov-V+H,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,1,2200,76,220
BS4_blind_stress,Innov-D+M,50,1,12,1,blk_right+ego;attacker_rear+ego,12,2,35,4.475000000000004,18,2200,24,220
BS4_blind_stress,Innov-D+H,50,1,34,1,attacker_rear+ego,34,1,26,13.49999595,0,2200,39,220
BS4_blind_stress,Innov-M+H,50,1,22,1,attacker_rear+ego,22,1,11,12.34035883008,0,2200,87,220
BS4_blind_stress,Innov-V+D+M+H,50,1,36,1,attacker_rear+ego,36,1,26,12.5289137664,0,2200,34,220
BS4_nonblind_stress,Innov-NONE,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,0,2200,23,220
BS4_nonblind_stress,Innov-V,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,1,2200,23,220
BS4_nonblind_stress,Innov-D,50,1,30,1,attacker_rear+ego,30,1,22,13.499999595,2,2200,12,220
BS4_nonblind_stress,Innov-M,50,1,12,1,blk_right+ego,12,1,11,2.0,0,2200,37,220
BS4_nonblind_stress,Innov-H,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,0,2200,23,220
BS4_nonblind_stress,Innov-V+D,50,1,30,1,attacker_rear+ego,30,1,22,13.499999595,2,2200,12,220
BS4_nonblind_stress,Innov-V+M,50,1,12,1,blk_right+ego,12,1,11,2.0,0,2200,37,220
BS4_nonblind_stress,Innov-V+H,50,1,20,1,attacker_rear+ego,20,1,11,13.499997408,1,2200,23,220
BS4_nonblind_stress,Innov-D+M,50,1,12,1,blk_right+ego;attacker_rear+ego,12,2,22,5.98872,3,2200,26,220
BS4_nonblind_stress,Innov-D+H,50,1,30,1,attacker_rear+ego,30,1,22,13.499999595,1,2200,12,220
BS4_nonblind_stress,Innov-M+H,50,1,22,1,attacker_rear+ego,22,1,11,12.34035883008,0,2200,25,220
BS4_nonblind_stress,Innov-V+D+M+H,50,1,33,1,attacker_rear+ego,33,1,22,12.61214972928,0,2200,15,220
