scenario_index,frame_index,source_available,primary_action,guarded_action,obj_removed,missing_recovered,missing_candidates,missing_gt,missing_tp,missing_fp,EgoOnly_wp_coll,EgoOnly_warned,EgoOnly_geom,EgoOnly_mod,EgoOnly_agents,CleanCoop_wp_coll,CleanCoop_warned,CleanCoop_geom,CleanCoop_mod,CleanCoop_agents,RealPrimaryRaw_wp_coll,RealPrimaryRaw_warned,RealPrimaryRaw_geom,RealPrimaryRaw_mod,RealPrimaryRaw_agents,RealPrimaryTrustCalib_wp_coll,RealPrimaryTrustCalib_warned,RealPrimaryTrustCalib_geom,RealPrimaryTrustCalib_mod,RealPrimaryTrustCalib_agents,RealMultiEvidenceGuard_wp_coll,RealMultiEvidenceGuard_warned,RealMultiEvidenceGuard_geom,RealMultiEvidenceGuard_mod,RealMultiEvidenceGuard_agents,guard_minus_ego_wp_coll,guard_minus_clean_wp_coll
34,18,4,accept,accept,0,2,2,9,2,0,0,1,6,0.6,29,0,1,6,0.6,39,0,1,6,0.6,30,0,1,6,0.6,30,0,1,6,0.6,32,0,0
34,19,4,accept,accept,0,3,3,8,3,0,0,1,8,0.8,31,0,1,8,0.8,39,0,1,8,0.8,31,0,1,8,0.8,31,0,1,8,0.8,34,0,0
39,0,4,accept,accept,0,2,2,8,2,0,0,0,0,0.0,9,0,0,0,0.0,33,0,0,0,0.0,28,0,0,0,0.0,28,0,0,0,0.0,30,0,0
39,1,4,accept,accept,0,2,2,6,2,0,0,0,0,0.0,13,0,0,0,0.0,33,0,0,0,0.0,30,0,0,0,0.0,30,0,0,0,0.0,32,0,0
39,2,4,accept,accept,0,2,2,7,2,0,0,0,0,0.0,11,0,0,0,0.0,33,0,0,0,0.0,29,0,0,0,0.0,29,0,0,0,0.0,31,0,0
39,3,4,accept,accept,0,3,3,8,3,0,0,0,0,0.0,11,0,0,0,0.0,33,0,0,0,0.0,28,0,0,0,0.0,28,0,0,0,0.0,31,0,0
39,4,4,accept,accept,0,3,3,8,3,0,0,0,0,0.0,10,0,0,0,0.0,33,0,0,0,0.0,28,0,0,0,0.0,28,0,0,0,0.0,31,0,0
39,5,4,accept,accept,0,3,3,9,3,0,3,0,0,0.0,10,0,1,10,1.0,34,3,0,0,0.0,28,3,0,0,0.0,29,3,0,0,0.0,32,0,3
39,6,4,accept,accept,0,3,3,9,3,0,3,0,0,0.0,10,0,1,10,1.0,34,3,0,0,0.0,28,3,0,0,0.0,28,3,0,0,0.0,31,0,3
39,7,4,accept,accept,0,1,1,7,1,0,3,0,0,0.0,12,0,1,10,1.0,34,3,0,0,0.0,30,3,0,0,0.0,30,3,0,0,0.0,31,0,3
39,8,4,accept,accept,0,1,1,7,1,0,3,0,0,0.0,11,0,1,10,1.0,34,3,0,0,0.0,30,3,0,0,0.0,30,3,0,0,0.0,31,0,3
39,9,4,accept,accept,0,1,1,7,1,0,3,0,0,0.0,12,0,1,10,1.0,34,3,0,0,0.0,30,3,0,0,0.0,30,3,0,0,0.0,31,0,3
39,10,4,accept,accept,0,1,1,7,1,0,3,0,0,0.0,12,0,1,10,1.0,34,3,0,0,0.0,30,3,0,0,0.0,30,3,0,0,0.0,31,0,3
39,11,4,accept,accept,0,1,1,7,1,0,3,0,0,0.0,10,0,1,10,1.0,34,3,0,0,0.0,28,3,0,0,0.0,33,3,0,0,0.0,34,0,3
39,12,4,accept,accept,0,2,2,9,2,0,3,0,0,0.0,11,0,1,10,1.0,34,3,0,0,0.0,24,3,0,0,0.0,30,3,0,0,0.0,32,0,3
39,13,4,accept,accept,0,2,2,9,2,0,3,0,0,0.0,11,0,1,10,1.0,34,3,0,0,0.0,24,3,0,0,0.0,30,3,0,0,0.0,32,0,3
39,14,4,accept,accept,0,2,2,9,2,0,3,0,0,0.0,11,0,1,10,1.0,34,3,0,0,0.0,24,3,0,0,0.0,28,3,0,0,0.0,30,0,3
39,15,4,accept,accept,0,4,4,10,4,0,3,0,0,0.0,10,0,1,10,1.0,33,3,0,0,0.0,23,3,0,0,0.0,29,3,0,0,0.0,33,0,3
39,16,4,accept,accept,0,3,3,10,3,0,3,0,0,0.0,12,0,1,10,1.0,33,3,0,0,0.0,24,3,0,0,0.0,24,3,0,0,0.0,27,0,3
39,17,4,accept,accept,0,3,3,13,3,0,3,0,0,0.0,10,0,1,10,1.0,33,3,0,0,0.0,20,3,0,0,0.0,25,3,0,0,0.0,28,0,3
39,18,4,accept,accept,0,3,3,11,3,0,3,0,0,0.0,11,0,1,10,1.0,33,3,0,0,0.0,23,3,0,0,0.0,23,3,0,0,0.0,26,0,3
39,19,4,correct,correct,0,3,3,9,3,0,3,0,0,0.0,11,0,1,10,1.0,33,3,0,0,0.0,24,3,0,0,0.0,29,3,0,0,0.0,32,0,3
41,0,4,accept,accept,0,0,0,10,0,0,0,1,6,0.6,26,0,1,6,0.6,38,0,1,6,0.6,30,0,1,6,0.6,30,0,1,6,0.6,30,0,0
41,1,4,accept,accept,0,0,0,10,0,0,0,1,6,0.6,25,0,1,6,0.6,38,0,1,6,0.6,27,0,1,6,0.6,27,0,1,6,0.6,27,0,0
41,2,4,accept,accept,0,0,0,8,0,0,0,1,7,0.7,25,0,1,7,0.7,38,0,1,7,0.7,29,0,1,7,0.7,29,0,1,7,0.7,29,0,0
41,3,4,accept,accept,0,0,0,9,0,0,0,1,7,0.7,26,0,1,7,0.7,38,0,1,7,0.7,29,0,1,7,0.7,29,0,1,7,0.7,29,0,0
41,4,4,accept,accept,0,0,0,8,0,0,0,1,7,0.7,24,0,1,7,0.7,38,0,1,7,0.7,29,0,1,7,0.7,29,0,1,7,0.7,29,0,0
41,5,4,accept,accept,0,0,0,10,0,0,0,1,1,0.1,24,0,1,1,0.1,39,0,1,1,0.1,28,0,1,1,0.1,28,0,1,1,0.1,28,0,0
41,6,4,accept,accept,0,0,0,9,0,0,0,1,2,0.2,26,0,1,2,0.2,39,0,1,2,0.2,29,0,1,2,0.2,29,0,1,2,0.2,29,0,0
41,7,4,accept,accept,0,0,0,9,0,0,0,1,2,0.2,28,0,1,2,0.2,40,0,1,2,0.2,31,0,1,2,0.2,31,0,1,2,0.2,31,0,0
41,8,4,accept,accept,0,0,0,13,0,0,0,1,2,0.2,24,0,1,2,0.2,40,0,1,2,0.2,27,0,1,2,0.2,27,0,1,2,0.2,27,0,0
41,9,4,accept,accept,0,0,0,8,0,0,0,1,3,0.3,28,0,1,3,0.3,40,0,1,3,0.3,32,0,1,3,0.3,32,0,1,3,0.3,32,0,0
41,10,4,correct,correct,0,0,0,9,0,0,0,1,3,0.3,24,0,1,3,0.3,40,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,30,0,0
41,11,4,accept,accept,0,0,0,11,0,0,0,1,2,0.2,24,0,1,2,0.2,40,0,1,2,0.2,29,0,1,2,0.2,29,0,1,2,0.2,29,0,0
41,12,4,accept,accept,0,0,0,13,0,0,0,1,1,0.1,23,0,1,1,0.1,40,0,1,1,0.1,27,0,1,1,0.1,27,0,1,1,0.1,27,0,0
41,13,4,accept,accept,0,0,0,13,0,0,0,1,1,0.1,24,0,1,1,0.1,40,0,1,1,0.1,27,0,1,1,0.1,27,0,1,1,0.1,27,0,0
41,14,4,accept,accept,0,0,0,13,0,0,0,1,2,0.2,23,0,1,2,0.2,40,0,1,2,0.2,27,0,1,2,0.2,27,0,1,2,0.2,27,0,0
41,15,4,accept,accept,0,1,1,14,1,0,0,1,1,0.1,22,0,1,1,0.1,40,0,1,1,0.1,26,0,1,1,0.1,26,0,1,1,0.1,27,0,0
41,16,4,accept,accept,0,3,3,14,3,0,0,1,1,0.1,23,0,1,1,0.1,40,0,1,1,0.1,26,0,1,1,0.1,26,0,1,1,0.1,29,0,0
41,17,4,accept,accept,0,0,0,15,0,0,0,1,1,0.1,21,0,1,1,0.1,40,0,1,1,0.1,25,0,1,1,0.1,25,0,1,1,0.1,25,0,0
41,18,4,accept,accept,0,5,5,13,5,0,0,0,0,0.0,22,0,1,1,0.1,40,0,1,1,0.1,27,0,1,1,0.1,27,0,1,1,0.1,32,0,0
41,19,4,accept,accept,0,3,3,12,3,0,0,0,0,0.0,24,0,0,0,0.0,40,0,0,0,0.0,28,0,0,0,0.0,28,0,0,0,0.0,31,0,0
48,0,4,accept,accept,0,2,2,9,2,0,0,1,3,0.3,22,0,1,3,0.3,38,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,32,0,0
48,1,4,accept,accept,0,3,3,10,3,0,0,1,3,0.3,22,0,1,3,0.3,38,0,1,3,0.3,29,0,1,3,0.3,29,0,1,3,0.3,32,0,0
48,2,4,accept,accept,0,3,3,9,3,0,0,1,3,0.3,23,0,1,3,0.3,38,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,33,0,0
48,3,4,accept,accept,0,2,2,9,2,0,0,1,3,0.3,23,0,1,3,0.3,38,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,32,0,0
48,4,4,accept,accept,0,1,1,10,1,0,0,1,2,0.2,21,0,1,2,0.2,37,0,1,2,0.2,29,0,1,2,0.2,29,0,1,2,0.2,30,0,0
48,5,4,accept,accept,0,1,1,6,1,0,0,1,2,0.2,22,0,1,2,0.2,36,0,1,2,0.2,32,0,1,2,0.2,32,0,1,2,0.2,33,0,0
48,6,4,accept,accept,0,3,3,9,3,0,0,1,1,0.1,20,0,1,1,0.1,36,0,1,1,0.1,30,0,1,1,0.1,30,0,1,1,0.1,33,0,0
48,7,4,accept,accept,0,4,4,11,4,0,0,0,0,0.0,20,0,0,0,0.0,36,0,0,0,0.0,28,0,0,0,0.0,28,0,0,0,0.0,32,0,0
48,8,4,accept,accept,0,4,4,10,4,0,0,0,0,0.0,20,0,0,0,0.0,37,0,0,0,0.0,29,0,0,0,0.0,29,0,0,0,0.0,33,0,0
48,9,4,accept,accept,0,2,2,8,2,0,0,0,0,0.0,20,0,0,0,0.0,37,0,0,0,0.0,31,0,0,0,0.0,31,0,0,0,0.0,33,0,0
48,10,4,accept,accept,0,3,3,5,3,0,0,0,0,0.0,24,0,0,0,0.0,37,0,0,0,0.0,34,0,0,0,0.0,34,0,0,0,0.0,37,0,0
48,11,4,accept,accept,0,2,2,7,2,0,0,0,0,0.0,22,0,0,0,0.0,37,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,34,0,0
48,12,4,accept,accept,0,1,1,6,1,0,0,0,0,0.0,21,0,0,0,0.0,37,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,33,0,0
48,13,4,accept,accept,0,1,1,5,1,0,0,1,2,0.2,22,0,1,2,0.2,37,0,1,2,0.2,33,0,1,2,0.2,33,0,1,2,0.2,34,0,0
48,14,4,accept,accept,0,0,0,8,0,0,0,1,2,0.2,20,0,1,2,0.2,37,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,30,0,0
48,15,4,accept,accept,0,0,0,5,0,0,0,1,2,0.2,22,0,1,2,0.2,37,0,1,2,0.2,32,0,1,2,0.2,32,0,1,2,0.2,32,0,0
48,16,4,accept,accept,0,0,0,5,0,0,0,1,2,0.2,23,0,1,2,0.2,37,0,1,2,0.2,32,0,1,2,0.2,32,0,1,2,0.2,32,0,0
48,17,4,accept,accept,0,1,1,7,1,0,0,0,0,0.0,17,0,1,2,0.2,37,0,0,0,0.0,30,0,0,0,0.0,30,0,1,2,0.2,31,0,0
48,18,4,accept,accept,0,1,1,6,1,0,2,0,0,0.0,19,0,1,4,0.4,37,2,0,0,0.0,31,2,0,0,0.0,31,0,1,4,0.4,32,-2,0
48,19,4,accept,accept,0,1,1,8,1,0,3,0,0,0.0,17,1,1,8,0.8,37,3,0,0,0.0,30,3,0,0,0.0,30,1,1,8,0.8,31,-2,0
51,0,4,accept,accept,0,0,0,21,0,0,0,1,2,0.2,28,3,1,9,0.9,50,3,1,9,0.9,29,3,1,9,0.9,29,3,1,9,0.9,29,3,0
51,1,4,accept,accept,0,0,0,21,0,0,0,1,2,0.2,28,2,1,9,0.9,50,2,1,9,0.9,29,2,1,9,0.9,29,2,1,9,0.9,29,2,0
51,2,4,accept,accept,0,1,1,21,1,0,0,1,2,0.2,28,0,1,8,0.8,50,0,1,8,0.8,29,0,1,8,0.8,29,0,1,8,0.8,30,0,0
51,3,4,accept,accept,0,0,0,21,0,0,0,1,1,0.1,27,1,1,7,0.7,50,1,1,7,0.7,29,1,1,7,0.7,29,1,1,7,0.7,29,1,0
51,4,4,accept,accept,0,0,0,20,0,0,0,1,4,0.4,30,0,1,4,0.4,50,0,1,4,0.4,30,0,1,4,0.4,30,0,1,4,0.4,30,0,0
51,5,4,accept,accept,0,0,0,20,0,0,0,1,4,0.4,30,0,1,4,0.4,50,0,1,4,0.4,30,0,1,4,0.4,30,0,1,4,0.4,30,0,0
51,6,4,accept,accept,0,0,0,21,0,0,0,1,3,0.3,29,0,1,3,0.3,50,0,1,3,0.3,29,0,1,3,0.3,29,0,1,3,0.3,29,0,0
51,7,4,accept,accept,0,0,0,20,0,0,0,1,2,0.2,29,0,1,2,0.2,50,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,30,0,0
51,8,4,accept,accept,0,0,0,18,0,0,0,1,1,0.1,31,0,1,1,0.1,49,0,1,1,0.1,31,0,1,1,0.1,31,0,1,1,0.1,31,0,0
51,9,4,accept,accept,0,0,0,18,0,0,0,1,1,0.1,31,0,1,1,0.1,49,0,1,1,0.1,31,0,1,1,0.1,31,0,1,1,0.1,31,0,0
51,10,4,accept,accept,0,0,0,19,0,0,0,1,1,0.1,29,0,1,1,0.1,49,0,1,1,0.1,30,0,1,1,0.1,30,0,1,1,0.1,30,0,0
51,11,4,accept,accept,0,0,0,20,0,0,0,1,1,0.1,28,0,1,1,0.1,49,0,1,1,0.1,29,0,1,1,0.1,29,0,1,1,0.1,29,0,0
51,12,4,accept,accept,0,0,0,19,0,0,0,1,2,0.2,29,0,1,2,0.2,49,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,30,0,0
51,13,4,accept,accept,0,0,0,19,0,0,0,1,1,0.1,26,0,1,1,0.1,49,0,1,1,0.1,30,0,1,1,0.1,30,0,1,1,0.1,30,0,0
51,14,4,accept,accept,0,0,0,19,0,0,0,1,3,0.3,27,0,1,3,0.3,49,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,30,0,0
51,15,4,accept,accept,0,0,0,19,0,0,0,1,2,0.2,26,0,1,2,0.2,49,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,30,0,0
51,16,4,accept,accept,0,1,1,18,1,0,0,1,2,0.2,28,0,1,2,0.2,49,0,1,2,0.2,31,0,1,2,0.2,31,0,1,2,0.2,32,0,0
51,17,4,accept,accept,0,1,1,19,1,0,0,1,2,0.2,27,0,1,2,0.2,49,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,31,0,0
51,18,4,accept,accept,0,1,1,17,1,0,0,1,2,0.2,29,0,1,2,0.2,49,0,1,2,0.2,31,0,1,2,0.2,31,0,1,2,0.2,32,0,0
51,19,4,accept,accept,0,1,1,18,1,0,0,1,2,0.2,28,0,1,2,0.2,49,0,1,2,0.2,31,0,1,2,0.2,31,0,1,2,0.2,32,0,0
55,0,4,accept,accept,0,1,1,23,1,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,33,0,0
55,1,4,accept,accept,0,1,1,23,1,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,33,0,0
55,2,4,accept,accept,0,1,1,22,1,0,0,0,0,0.0,24,0,0,0,0.0,51,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,34,0,0
55,3,4,accept,accept,0,1,1,22,1,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,34,0,0
55,4,4,accept,accept,0,1,1,24,1,0,0,0,0,0.0,25,0,0,0,0.0,52,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,33,0,0
55,5,4,accept,accept,0,1,1,23,1,0,0,0,0,0.0,25,0,0,0,0.0,52,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,34,0,0
55,6,4,accept,accept,0,2,2,22,2,0,0,0,0,0.0,26,0,0,0,0.0,52,0,0,0,0.0,34,0,0,0,0.0,34,0,0,0,0.0,36,0,0
55,7,4,correct,correct,0,2,2,24,2,0,0,0,0,0.0,22,0,0,0,0.0,52,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,34,0,0
55,8,4,correct,correct,0,2,2,22,2,0,0,0,0,0.0,23,0,0,0,0.0,52,0,0,0,0.0,34,0,0,0,0.0,34,0,0,0,0.0,36,0,0
55,9,4,correct,correct,0,4,4,24,4,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,36,0,0
55,10,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
55,11,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,21,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
55,12,4,correct,correct,0,4,4,20,4,0,0,0,0,0.0,20,0,0,0,0.0,49,0,0,0,0.0,34,0,0,0,0.0,34,0,0,0,0.0,38,0,0
55,13,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,20,0,0,0,0.0,49,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,37,0,0
55,14,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,20,0,0,0,0.0,50,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,37,0,0
55,15,4,correct,correct,0,4,4,19,4,0,0,0,0,0.0,22,0,0,0,0.0,50,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
55,16,4,correct,correct,0,4,4,19,4,0,0,0,0,0.0,21,0,0,0,0.0,50,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
55,17,4,correct,correct,0,4,4,20,3,1,0,0,0,0.0,20,0,0,0,0.0,50,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,37,0,0
55,18,4,correct,correct,0,4,4,18,3,1,0,1,1,0.1,22,0,1,1,0.1,49,0,1,1,0.1,34,0,1,1,0.1,34,0,1,1,0.1,38,0,0
55,19,4,correct,correct,0,4,4,18,3,1,0,1,2,0.2,21,0,1,2,0.2,49,0,1,2,0.2,34,0,1,2,0.2,34,0,1,2,0.2,38,0,0
59,0,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,1,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,2,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,3,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,4,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,5,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,6,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,7,4,quarantine,quarantine,0,0,0,13,0,0,0,0,0,0.0,3,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,3,0,0,0,0.0,3,0,0
59,8,4,correct,correct,0,1,1,6,1,0,0,0,0,0.0,5,0,0,0,0.0,16,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
59,9,4,correct,correct,0,2,2,7,2,0,0,0,0,0.0,4,0,0,0,0.0,16,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,11,0,0
59,10,4,correct,correct,0,2,2,7,2,0,0,0,0,0.0,4,0,0,0,0.0,16,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,11,0,0
59,11,4,correct,correct,0,1,1,7,1,0,0,0,0,0.0,4,0,0,0,0.0,16,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
59,12,4,correct,correct,0,1,1,6,1,0,0,0,0,0.0,4,0,0,0,0.0,15,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
59,13,4,correct,correct,0,1,1,5,1,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
59,14,4,correct,correct,0,2,2,6,2,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,11,0,0
59,15,4,correct,correct,0,1,1,5,1,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
59,16,4,correct,correct,0,1,1,5,1,0,0,1,2,0.2,5,0,1,2,0.2,15,0,1,2,0.2,10,0,1,2,0.2,10,0,1,2,0.2,11,0,0
59,17,4,accept,accept,0,2,2,6,2,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,11,0,0
59,18,4,accept,accept,0,1,1,5,1,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
59,19,4,correct,correct,0,1,1,4,1,0,0,0,0,0.0,5,0,0,0,0.0,15,0,0,0,0.0,11,0,0,0,0.0,11,0,0,0,0.0,12,0,0
61,0,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
61,1,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
61,2,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
61,3,4,accept,accept,0,0,0,24,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,18,0,0
61,4,4,accept,accept,0,0,0,23,0,0,0,0,0,0.0,16,0,0,0,0.0,42,0,0,0,0.0,19,0,0,0,0.0,19,0,0,0,0.0,19,0,0
61,5,4,accept,accept,0,1,1,23,1,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,19,0,0,0,0.0,19,0,0,0,0.0,20,0,0
61,6,4,accept,accept,0,1,1,25,1,0,0,0,0,0.0,13,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,18,0,0
61,7,4,accept,accept,0,1,1,25,1,0,0,0,0,0.0,14,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,18,0,0
61,8,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
61,9,4,accept,accept,0,2,2,27,2,0,0,0,0,0.0,14,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,17,0,0
61,10,4,accept,accept,0,1,1,25,1,0,0,0,0,0.0,16,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,18,0,0
61,11,4,accept,accept,0,0,0,24,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,18,0,0
61,12,4,accept,accept,0,2,2,28,2,0,0,0,0,0.0,11,0,0,0,0.0,42,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,16,0,0
61,13,4,accept,accept,0,2,2,23,2,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,19,0,0,0,0.0,19,0,0,0,0.0,21,0,0
61,14,4,accept,accept,0,2,2,22,2,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,19,0,0,0,0.0,19,0,0,0,0.0,21,0,0
61,15,4,accept,accept,0,2,2,25,2,0,0,0,0,0.0,12,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,17,0,0
61,16,4,accept,accept,0,1,1,28,1,0,0,0,0,0.0,9,0,0,0,0.0,42,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,15,0,0
61,17,4,accept,accept,0,1,1,27,1,0,0,0,0,0.0,10,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,16,0,0
61,18,4,accept,accept,0,0,0,22,0,0,0,0,0,0.0,13,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,18,0,0
61,19,4,accept,accept,0,0,0,22,0,0,0,0,0,0.0,12,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,18,0,0
67,0,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,1,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,2,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,3,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,4,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,5,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
67,6,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
67,7,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
67,8,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
67,9,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
67,10,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,11,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
