mode,support_modes,method,frames,wp_coll,wp_total,WPC,warn_rate,avg_mod,avg_geom,avg_p_coll,reports,accept_rate,correct_rate,time_correct_rate,downweight_rate,quarantine_rate,object_quarantine_rate,probation_restore_rate,avg_dx,avg_dy,avg_delay_s,avg_obj_removed,fake_seen,fake_removed,fake_removal_rate,real_removed,clean_false_remove_per_frame,avg_real_peer_support,avg_fake_peer_support,avg_real_trust_support,avg_fake_trust_support,avg_real_cluster_cov,avg_fake_cluster_cov,avg_real_offset_spread,avg_fake_offset_spread,avg_missing_candidates,avg_missing_recovered,avg_missing_gt,missing_recovery_tp,missing_recovery_fp,missing_recovery_precision,missing_recovery_recall,missing_recovery_rate,avg_smoothed_agents,avg_smooth_residual,actual_scenarios,available_val_scenarios,requested_max_scenarios,max_frames_per_scenario,frame_window,enable_missing_recovery,enable_box_margin_guard,enable_peer_consensus_smoothing,disable_v1
stale,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale,clean+shift,PrimaryRaw,400,33,4000,0.00825,0.495,0.19575000000000015,1.9575,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale,clean+shift,PrimaryTrustCalib,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,0.0,0.01,0.99,0.0,0.0,0.0,0.0,6.679190873715158e-08,4.0454290313690286e-07,0.99,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,0.0,0.01,0.99,0.0,0.0,0.0,0.0,6.679190873715158e-08,4.0454290313690286e-07,0.99,0.0,0,0,0.0,0,0.0,1.9899433427762039,0.0,1.9899433427762039,0.0,0.0034660899028413827,0.0,1.1086906452178489,0.0,0.025,0.0175,0.025,7,0,1.0,0.7,0.7,0.075,1.8665990119753708,20,22,20,20,start,True,True,True,True
drop,clean+shift,EgoOnly,400,74,4000,0.0185,0.4025,0.11725000000000019,1.1725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
drop,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
drop,clean+shift,PrimaryRaw,400,52,4000,0.013,0.4225,0.1355000000000002,1.355,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
drop,clean+shift,PrimaryTrustCalib,400,52,4000,0.013,0.4225,0.1355000000000002,1.355,0.0,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
drop,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.9962157048249765,0.0,1.9962157048249765,0.0,3.5664834002535556e-29,0.0,1.113803018120756,0.0,11.9675,11.6625,12.065,4665,0,1.0,0.966639038541235,0.9745143095884687,0.0,0.0,20,22,20,20,start,True,True,True,True
fake_front,clean+shift,EgoOnly,400,74,4000,0.0185,0.4025,0.11725000000000019,1.1725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
fake_front,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
fake_front,clean+shift,PrimaryRaw,400,87,4000,0.02175,1.0,0.9287500000000002,9.2875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
fake_front,clean+shift,PrimaryTrustCalib,400,87,4000,0.02175,1.0,0.9287500000000002,9.2875,0.0,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
fake_front,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,400,400,1.0,0,0.0,1.993342776203966,0.0,1.993342776203966,0.0,3.597859736526185e-29,0.0,1.1105909862752141,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
shift+drop,clean+shift,EgoOnly,400,74,4000,0.0185,0.4025,0.11725000000000019,1.1725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
shift+drop,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
shift+drop,clean+shift,PrimaryRaw,400,57,4000,0.01425,0.425,0.1352500000000002,1.3525,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
shift+drop,clean+shift,PrimaryTrustCalib,400,52,4000,0.013,0.4225,0.1355000000000002,1.355,0.0,400,0.0,0.99,0.0,0.0,0.01,0.0,0.0,-2.0,-1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
shift+drop,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,0.0,0.99,0.0,0.0,0.01,0.0,0.0,-2.0,-1.0,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,2.0,0.0,3.5789125367897676e-29,0.0,1.1180339887498947,0.0,11.9675,11.6625,12.085,4665,0,1.0,0.9650393049234588,0.9745143095884687,0.0,0.0,20,22,20,20,start,True,True,True,True
stale+drop,clean+shift,EgoOnly,400,74,4000,0.0185,0.4025,0.11725000000000019,1.1725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale+drop,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale+drop,clean+shift,PrimaryRaw,400,56,4000,0.014,0.425,0.13775000000000023,1.3775,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale+drop,clean+shift,PrimaryTrustCalib,400,52,4000,0.013,0.4225,0.1355000000000002,1.355,0.0,400,0.0,0.01,0.99,0.0,0.0,0.0,0.0,6.679190873715158e-08,4.0454290313690286e-07,0.99,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
stale+drop,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,400,0.0,0.01,0.99,0.0,0.0,0.0,0.0,6.679190873715158e-08,4.0454290313690286e-07,0.99,0.0,0,0,0.0,0,0.0,1.9924314096499527,0.0,1.9924314096499527,0.0,0.003962165742166965,0.0,1.1116875328061866,0.0,11.985,11.6625,12.0825,4665,0,1.0,0.9652389819987586,0.9730913642052565,0.0275,2.072947827509186,20,22,20,20,start,True,True,True,True
noise+fake_front,clean+shift,EgoOnly,400,74,4000,0.0185,0.4025,0.11725000000000019,1.1725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
noise+fake_front,clean+shift,CleanCoop,400,17,4000,0.00425,0.465,0.18299999999999997,1.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
noise+fake_front,clean+shift,PrimaryRaw,400,77,4000,0.01925,1.0,0.9287500000000002,9.2875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
noise+fake_front,clean+shift,PrimaryTrustCalib,400,117,4000,0.02925,0.885,0.7639999999999998,7.64,0.0,400,0.0,0.0375,0.0,0.7575,0.205,0.0,0.0,-0.0064314137649760725,0.0017206126727916731,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20,22,20,20,start,True,True,True,True
noise+fake_front,clean+shift,MultiPeerObjectGuard,400,17,4000,0.00425,0.465,0.18525,1.8525,0.0,400,0.0,0.0,0.0,0.005,0.205,0.79,0.0,-0.0064314137649760725,0.0017206126727916731,0.0,0.8,318,316,0.9937106918238994,0,0.0,1.4664828536963639,0.006289308176100629,1.4664828536963639,0.006289308176100629,0.5992033500296257,0.005183405703533184,0.8182475185629505,0.003515830153301556,6.8025,4.3025,6.88,1721,0,1.0,0.6253633720930233,0.6324880558618156,13.0375,1.7582310371405212,20,22,20,20,start,True,True,True,True
