scenario,method,truth_collision_step,collision,first_collision,overlap,collision_pairs,first_overlap,overlap_count,first_warning,severity,wp_coll,wp_total,warning_frames,frames
BS3_blind_rand42,Innov-D+H,49,1,35,1,attacker_rear+ego,35,1,27,6.799962533391883,0,2200,193,220
BS3_blind_rand42,Innov-M+H,49,0,-1,0,,-1,0,8,0.0,0,2200,66,220
BS3_blind_rand42,Innov-V+D+M+H,49,0,-1,0,,-1,0,26,0.0,0,2200,40,220
BS3_nonblind_rand42,Innov-NONE,49,0,-1,0,,-1,0,9,0.0,25,2200,141,220
BS3_nonblind_rand42,Innov-V,49,0,-1,0,,-1,0,9,0.0,26,2200,140,220
BS3_nonblind_rand42,Innov-D,49,1,32,1,attacker_rear+ego,32,1,22,5.3252510963654105,13,2200,198,220
BS3_nonblind_rand42,Innov-M,49,0,-1,0,,-1,0,9,0.0,0,2200,88,220
BS3_nonblind_rand42,Innov-H,49,0,-1,0,,-1,0,9,0.0,0,2200,141,220
BS3_nonblind_rand42,Innov-V+D,49,1,32,1,attacker_rear+ego,32,1,22,5.3252510963654105,13,2200,198,220
BS3_nonblind_rand42,Innov-V+M,49,0,-1,0,,-1,0,9,0.0,0,2200,88,220
BS3_nonblind_rand42,Innov-V+H,49,0,-1,0,,-1,0,9,0.0,0,2200,141,220
BS3_nonblind_rand42,Innov-D+M,49,0,-1,0,,-1,0,22,0.0,0,2200,30,220
BS3_nonblind_rand42,Innov-D+H,49,1,32,1,attacker_rear+ego,32,1,22,5.3252510963654105,2,2200,198,220
BS3_nonblind_rand42,Innov-M+H,49,0,-1,0,,-1,0,9,0.0,0,2200,19,220
BS3_nonblind_rand42,Innov-V+D+M+H,49,0,-1,0,,-1,0,22,0.0,0,2200,12,220
BS4_blind_rand42,Innov-NONE,50,0,-1,0,,-1,0,12,0.0,0,2200,80,220
BS4_blind_rand42,Innov-V,50,0,-1,0,,-1,0,12,0.0,0,2200,80,220
BS4_blind_rand42,Innov-D,50,0,-1,0,,-1,0,26,0.0,0,2200,72,220
BS4_blind_rand42,Innov-M,50,1,13,1,blk_right+ego;attacker_rear+ego,13,2,12,3.1221043668010955,116,2200,200,220
BS4_blind_rand42,Innov-H,50,0,-1,0,,-1,0,12,0.0,0,2200,80,220
BS4_blind_rand42,Innov-V+D,50,0,-1,0,,-1,0,26,0.0,0,2200,71,220
BS4_blind_rand42,Innov-V+M,50,1,13,1,blk_right+ego;attacker_rear+ego,13,2,12,3.1221043668010955,116,2200,200,220
BS4_blind_rand42,Innov-V+H,50,0,-1,0,,-1,0,12,0.0,0,2200,80,220
BS4_blind_rand42,Innov-D+M,50,1,13,1,blk_right+ego,13,1,36,2.0,0,1530,5,153
BS4_blind_rand42,Innov-D+H,50,0,-1,0,,-1,0,26,0.0,0,2200,166,220
BS4_blind_rand42,Innov-M+H,50,0,-1,0,,-1,0,12,0.0,0,2200,84,220
BS4_blind_rand42,Innov-V+D+M+H,50,0,-1,0,,-1,0,26,0.0,0,2200,173,220
BS4_nonblind_rand42,Innov-NONE,50,0,-1,0,,-1,0,12,0.0,46,2200,105,220
BS4_nonblind_rand42,Innov-V,50,0,-1,0,,-1,0,12,0.0,46,2200,105,220
BS4_nonblind_rand42,Innov-D,50,0,-1,0,,-1,0,22,0.0,56,2200,75,220
BS4_nonblind_rand42,Innov-M,50,1,13,1,blk_right+ego;attacker_rear+ego,13,2,12,2.872666251064631,12,2200,189,220
BS4_nonblind_rand42,Innov-H,50,0,-1,0,,-1,0,12,0.0,1,2200,116,220
BS4_nonblind_rand42,Innov-V+D,50,0,-1,0,,-1,0,22,0.0,57,2200,75,220
BS4_nonblind_rand42,Innov-V+M,50,1,13,1,blk_right+ego;attacker_rear+ego,13,2,12,2.872666251064631,12,2200,189,220
BS4_nonblind_rand42,Innov-V+H,50,0,-1,0,,-1,0,12,0.0,2,2200,116,220
BS4_nonblind_rand42,Innov-D+M,50,1,13,1,blk_right+ego;bg_42_2+ego,13,1,22,4.981191857351019,293,2200,146,220
BS4_nonblind_rand42,Innov-D+H,50,0,-1,0,,-1,0,22,0.0,1,2200,91,220
BS4_nonblind_rand42,Innov-M+H,50,0,-1,0,,-1,0,12,0.0,0,2200,120,220
BS4_nonblind_rand42,Innov-V+D+M+H,50,0,-1,0,,-1,0,22,0.0,0,2200,75,220
